id,last,first,state,phone,email,gradyear,gpa,program
44249,Dean,Elda,Iowa,(563) 555-900,edean2@alumni.rouxacademy.com,2002,3.5,Graphic Design
44470,Kline,Ruben,New Jersey,(862) 555-649,rkline3@alumni.rouxacademy.com,2006,2.91,Photography
44532,Kramer,Lorenzo,Arizona,(520) 555-519,lkramer@alumni.rouxacademy.com,2001,3.2,Animation
44537,Bright,Earlie,New Jersey,(732) 555-043,ebright@alumni.rouxacademy.com,2005,3.8,Fine Art and Visual Culture
44622,Hensley,Petrina,North Carolina,(828) 555-775,phensley@alumni.rouxacademy.com,2005,3.86,Graphic Design
44630,Patrick,Alicia,Alaska,(907) 555-495,apatrick@alumni.rouxacademy.com,2011,2.97,Animation
44737,Singleton,Bee,Texas,(936) 555-107,bsingleton@alumni.rouxacademy.com,2011,2.69,Graphic Design
44817,Hubbard,Merrill,Oklahoma,(918) 555-219,mhubbard2@alumni.rouxacademy.com,2009,3.46,Fine Art and Visual Culture
44866,Kramer,Iola,Ohio,(513) 555-154,ikramer@alumni.rouxacademy.com,2002,2.91,Fine Art and Visual Culture
44934,Hunt,Setsuko,Michigan,(810) 555-280,shunt@alumni.rouxacademy.com,2008,3.19,Photography
44946,Maldonado,Earle,New York,(929) 555-992,emaldonado@alumni.rouxacademy.com,2003,2.55,Fashion and Textile Design
45083,Mclean,Paris,Texas,(469) 555-621,pmclean@alumni.rouxacademy.com,2009,3.34,Animation
45097,Hickman,Santos,Massachusetts,(508) 555-122,shickman@alumni.rouxacademy.com,2009,2.23,Graphic Design
45098,Mcintosh,Rashida,Illinois,(872) 555-873,rmcintosh@alumni.rouxacademy.com,2009,2.63,Fine Art and Visual Culture
45121,Guy,Elissa,Massachusetts,(413) 555-570,eguy@alumni.rouxacademy.com,2008,3.67,Animation
45168,Kerr,Lyn,California,(213) 555-435,lkerr@alumni.rouxacademy.com,2001,3.78,Graphic Design
45212,Morton,Bernice,Missouri,(636) 555-255,bmorton@alumni.rouxacademy.com,2001,2.65,Animation
45251,Cochran,Patria,Nevada,(775) 555-893,pcochran@alumni.rouxacademy.com,2006,3.52,Graphic Design
45616,Massey,Ivory,Florida,(407) 555-459,imassey2@alumni.rouxacademy.com,2006,3.44,Photography
45643,Mullen,Carey,California,(626) 555-220,cmullen2@alumni.rouxacademy.com,2003,3.27,Animation
45694,Callahan,Yolande,Wyoming,(307) 555-950,ycallahan@alumni.rouxacademy.com,2002,3.07,Fine Art and Visual Culture
45767,Shaffer,Elijah,Louisiana,(985) 555-108,eshaffer@alumni.rouxacademy.com,2002,2.4,Graphic Design
45850,Dillard,Jamar,North Carolina,(980) 555-524,jdillard2@alumni.rouxacademy.com,2010,2.87,Graphic Design
46056,Tyson,Kristofer,Minnesota,(763) 555-546,ktyson@alumni.rouxacademy.com,2006,2.66,Fine Art and Visual Culture
46114,Mullen,Joya,Nebraska,(531) 555-191,jmullen@alumni.rouxacademy.com,2010,2.17,Animation
46378,Soto,Jewell,Wyoming,(307) 555-927,jsoto@alumni.rouxacademy.com,2010,3.86,Fashion and Textile Design
46473,Valencia,Genoveva,Alabama,(205) 555-621,gvalencia2@alumni.rouxacademy.com,2006,3.69,Photography
46685,Espinoza,Jerome,New Jersey,(609) 555-386,jespinoza2@alumni.rouxacademy.com,2003,3.31,Graphic Design
46805,Welch,Ayanna,Texas,(469) 555-241,awelch@alumni.rouxacademy.com,2002,2.33,Animation
46887,Wolf,Easter,California,(858) 555-276,ewolf@alumni.rouxacademy.com,2000,3.55,Photography
47172,Pugh,Marc,Florida,(904) 555-297,mpugh2@alumni.rouxacademy.com,2000,2.27,Photography
47184,Sutton,Rivka,Kentucky,(270) 555-486,rsutton2@alumni.rouxacademy.com,2006,3.92,Fashion and Textile Design
47216,Ross,Serina,Wisconsin,(608) 555-156,sross2@alumni.rouxacademy.com,2004,2.64,Graphic Design
47249,Levy,Gloria,Georgia,(678) 555-531,glevy@alumni.rouxacademy.com,2000,3.44,Animation
47255,Stephens,Zachery,New York,(917) 555-715,zstephens@alumni.rouxacademy.com,2007,3.42,Graphic Design
47355,Donaldson,Rubye,New Hampshire,(603) 555-455,rdonaldson@alumni.rouxacademy.com,2006,3.09,Animation
47780,York,Jerry,Virginia,(434) 555-184,jyork@alumni.rouxacademy.com,2001,3.1,Graphic Design
47889,Brown,Saul,South Dakota,(605) 555-027,sbrown@alumni.rouxacademy.com,2001,2.3,Animation
47916,Harper,Floria,Florida,(772) 555-811,fharper@alumni.rouxacademy.com,2006,2.35,Animation
47956,Frost,Ione,Texas,(817) 555-041,ifrost@alumni.rouxacademy.com,2007,3.62,Fine Art and Visual Culture
47984,Daniel,Darcy,New York,(917) 555-704,ddaniel2@alumni.rouxacademy.com,2000,3.66,Fine Art and Visual Culture
48028,Rutledge,Altha,Maryland,(443) 555-234,arutledge@alumni.rouxacademy.com,2001,3.58,Fine Art and Visual Culture
48032,Christensen,Alva,Texas,(210) 555-385,achristensen@alumni.rouxacademy.com,2002,2.84,Graphic Design
48532,Medina,Socorro,California,(559) 555-902,smedina4@alumni.rouxacademy.com,2002,2.3,Photography
48678,Baird,Tyrone,Pennsylvania,(878) 555-734,tbaird3@alumni.rouxacademy.com,2003,3.47,Photography
48774,Holden,Deirdre,Iowa,(712) 555-340,dholden@alumni.rouxacademy.com,2004,3.19,Animation
48924,Stark,Gisela,Alaska,(907) 555-462,gstark@alumni.rouxacademy.com,2005,2.68,Animation
48943,Odom,Jackqueline,Florida,(941) 555-801,jodom@alumni.rouxacademy.com,2009,2.96,Fine Art and Visual Culture
49421,Spencer,Edmundo,North Carolina,(828) 555-582,espencer@alumni.rouxacademy.com,2010,3.46,Photography
49450,Romero,Douglass,New Jersey,(862) 555-110,dromero@alumni.rouxacademy.com,2003,2.28,Animation
49460,Shannon,Gertha,West Virginia,(681) 555-915,gshannon@alumni.rouxacademy.com,2010,2.75,Graphic Design
49470,James,Cathie,Texas,(713) 555-435,cjames@alumni.rouxacademy.com,2004,2.7,Animation
49628,White,Josie,Florida,(954) 555-002,jwhite@alumni.rouxacademy.com,2008,3.88,Fashion and Textile Design
49754,Fry,Delma,Montana,(406) 555-537,dfry@alumni.rouxacademy.com,2004,3.75,Fine Art and Visual Culture
49804,Fox,Christian,Kansas,(316) 555-537,cfox2@alumni.rouxacademy.com,2002,2.56,Animation
49827,Hickman,Willard,Missouri,(314) 555-013,whickman2@alumni.rouxacademy.com,2011,3.52,Photography
49852,Sykes,Travis,Illinois,(331) 555-134,tsykes@alumni.rouxacademy.com,2011,2.94,Graphic Design
49888,Sloan,Nell,Iowa,(319) 555-004,nsloan@alumni.rouxacademy.com,2007,2.89,Fine Art and Visual Culture
49939,Good,Azalee,California,(310) 555-199,agood2@alumni.rouxacademy.com,2008,2.13,Photography
49979,Lindsay,Fran,Iowa,(319) 555-982,flindsay@alumni.rouxacademy.com,2004,2.75,Fine Art and Visual Culture
50002,Blackburn,Louanne,Oklahoma,(405) 555-793,lblackburn2@alumni.rouxacademy.com,2010,2.27,Fashion and Textile Design
50056,Hardy,Bertie,Missouri,(573) 555-325,bhardy@alumni.rouxacademy.com,2011,2.09,Fashion and Textile Design
50117,Holloway,Barrie,Alabama,(251) 555-078,bholloway@alumni.rouxacademy.com,2001,3.2,Graphic Design
50177,Washington,Gayle,Minnesota,(507) 555-522,gwashington2@alumni.rouxacademy.com,2006,2.99,Fine Art and Visual Culture
50180,Horton,Easter,California,(562) 555-099,ehorton@alumni.rouxacademy.com,2002,3.27,Photography
50381,Guzman,Temeka,North Carolina,(252) 555-104,tguzman@alumni.rouxacademy.com,2000,2.05,Photography
50405,Rowland,Dayna,New Jersey,(973) 555-600,drowland@alumni.rouxacademy.com,2007,3.86,Photography
50545,Golden,Kyla,New Jersey,(609) 555-140,kgolden@alumni.rouxacademy.com,2007,2.81,Fine Art and Visual Culture
50617,Curtis,Dick,California,(747) 555-081,dcurtis2@alumni.rouxacademy.com,2011,2.93,Graphic Design
50658,Wilson,Niesha,Nevada,(702) 555-218,nwilson@alumni.rouxacademy.com,2011,3.26,Fine Art and Visual Culture
50790,Sloan,Augustus,California,(424) 555-433,asloan@alumni.rouxacademy.com,2005,2.28,Fine Art and Visual Culture
50816,Gardner,Candelaria,Nebraska,(402) 555-518,cgardner2@alumni.rouxacademy.com,2010,2.36,Animation
50905,Massey,Leeanna,Michigan,(734) 555-199,lmassey2@alumni.rouxacademy.com,2003,3.1,Fine Art and Visual Culture
50920,Jennings,Laticia,Maine,(207) 555-314,ljennings@alumni.rouxacademy.com,2009,2.84,Animation
51058,Norris,Angelique,Texas,(713) 555-285,anorris2@alumni.rouxacademy.com,2005,3.45,Fine Art and Visual Culture
51089,Cochran,Carole,Vermont,(802) 555-483,ccochran@alumni.rouxacademy.com,2005,3.79,Fine Art and Visual Culture
51292,Rasmussen,Tatyana,Kentucky,(606) 555-878,trasmussen@alumni.rouxacademy.com,2007,3.25,Photography
51446,Cabrera,Olene,Georgia,(770) 555-545,ocabrera@alumni.rouxacademy.com,2009,3.35,Photography
51469,Randall,Lakeesha,Texas,(512) 555-926,lrandall@alumni.rouxacademy.com,2004,2.23,Fine Art and Visual Culture
51476,Clarke,Dwana,Massachusetts,(413) 555-611,dclarke@alumni.rouxacademy.com,2006,3.4,Graphic Design
51493,Ross,Ulysses,West Virginia,(681) 555-442,uross@alumni.rouxacademy.com,2001,3.81,Fashion and Textile Design
51636,Mckee,Winnie,North Carolina,(336) 555-007,wmckee@alumni.rouxacademy.com,2004,2.97,Graphic Design
51811,Garza,Heather,Kentucky,(859) 555-414,hgarza@alumni.rouxacademy.com,2004,2.27,Animation
51882,Sweeney,Illa,Illinois,(618) 555-257,isweeney@alumni.rouxacademy.com,2006,3.19,Animation
51938,Lang,Gabriel,New York,(929) 555-605,glang@alumni.rouxacademy.com,2009,3.41,Graphic Design
52053,Flores,Bessie,Wisconsin,(715) 555-265,bflores@alumni.rouxacademy.com,2011,2.86,Photography
52112,Gentry,Lang,Michigan,(231) 555-992,lgentry@alumni.rouxacademy.com,2011,2.12,Fashion and Textile Design
52264,Gates,Sibyl,Rhode Island,(401) 555-100,sgates@alumni.rouxacademy.com,2008,2.55,Photography
52442,Trevino,Donnette,California,(747) 555-881,dtrevino@alumni.rouxacademy.com,2002,3.33,Fashion and Textile Design
52532,Patel,Tangela,Kansas,(620) 555-948,tpatel2@alumni.rouxacademy.com,2001,3.65,Fashion and Textile Design
52616,Barr,Euna,California,(650) 555-245,ebarr@alumni.rouxacademy.com,2003,2.31,Fine Art and Visual Culture
52785,Dyer,Charlyn,Tennessee,(931) 555-193,cdyer2@alumni.rouxacademy.com,2004,3.17,Graphic Design
52978,Wong,Yuri,New Jersey,(732) 555-280,ywong@alumni.rouxacademy.com,2002,2.94,Fashion and Textile Design
52988,Schneider,Shandi,Georgia,(762) 555-693,sschneider@alumni.rouxacademy.com,2000,2.14,Graphic Design
53096,Crane,Makeda,Illinois,(779) 555-358,mcrane@alumni.rouxacademy.com,2009,2.55,Photography
53188,Blair,Florida,Florida,(407) 555-260,fblair@alumni.rouxacademy.com,2001,2.92,Fashion and Textile Design
53303,Shelton,Alida,Illinois,(779) 555-082,ashelton@alumni.rouxacademy.com,2011,2.85,Animation
53451,Gibson,Lottie,Ohio,(330) 555-449,lgibson@alumni.rouxacademy.com,2008,2.75,Animation
53541,Holloway,Cory,Hawaii,(808) 555-048,cholloway@alumni.rouxacademy.com,2003,3.43,Fine Art and Visual Culture
53615,Santiago,Joella,Florida,(754) 555-503,jsantiago@alumni.rouxacademy.com,2010,3.54,Graphic Design
53711,Skinner,Doreatha,Tennessee,(731) 555-407,dskinner2@alumni.rouxacademy.com,2006,2.88,Photography
53768,Bradley,Palmer,Massachusetts,(781) 555-500,pbradley@alumni.rouxacademy.com,2003,3.66,Fine Art and Visual Culture
53792,Nichols,Leisa,New Jersey,(551) 555-463,lnichols@alumni.rouxacademy.com,2008,3.53,Photography
53815,Rose,Zina,Texas,(940) 555-887,zrose@alumni.rouxacademy.com,2005,2.86,Photography
53927,Lamb,Janyce,Montana,(406) 555-290,jlamb2@alumni.rouxacademy.com,2009,2.42,Photography
53945,Jensen,Lexie,Maryland,(240) 555-697,ljensen@alumni.rouxacademy.com,2004,3.57,Graphic Design
54039,Gould,Tuyet,Michigan,(734) 555-780,tgould@alumni.rouxacademy.com,2000,3.11,Photography
54093,Valenzuela,Marlys,Indiana,(812) 555-936,mvalenzuela@alumni.rouxacademy.com,2008,3.28,Animation
54112,Flowers,Nathaniel,Wisconsin,(608) 555-921,nflowers@alumni.rouxacademy.com,2008,2.85,Fashion and Textile Design
54230,Parrish,Mae,California,(626) 555-578,mparrish3@alumni.rouxacademy.com,2004,3.37,Fine Art and Visual Culture
54288,Joyner,Tad,Missouri,(816) 555-184,tjoyner@alumni.rouxacademy.com,2011,2.07,Graphic Design
54781,Shaw,Yee,Alabama,(256) 555-359,yshaw@alumni.rouxacademy.com,2005,2.95,Fine Art and Visual Culture
55033,Estrada,Mistie,Indiana,(219) 555-710,mestrada@alumni.rouxacademy.com,2005,3.69,Photography
55298,Holland,Denae,Minnesota,(507) 555-386,dholland@alumni.rouxacademy.com,2005,2.35,Fashion and Textile Design
55454,Benson,Michele,Maryland,(410) 555-717,mbenson@alumni.rouxacademy.com,2011,3.09,Graphic Design
55747,Vasquez,Eun,Georgia,(678) 555-498,evasquez@alumni.rouxacademy.com,2008,2.25,Fashion and Textile Design
55786,Garrett,Barbar,Vermont,(802) 555-697,bgarrett@alumni.rouxacademy.com,2002,2.6,Animation
55920,Adkins,Britany,Nevada,(702) 555-301,badkins2@alumni.rouxacademy.com,2007,2.21,Fashion and Textile Design
56392,Velazquez,Becki,Minnesota,(612) 555-780,bvelazquez@alumni.rouxacademy.com,2004,3.6,Fashion and Textile Design
56461,Cohen,Marquita,Nebraska,(308) 555-738,mcohen@alumni.rouxacademy.com,2000,2.37,Animation
56523,Guzman,Debbi,Texas,(972) 555-471,dguzman@alumni.rouxacademy.com,2011,3.42,Animation
56619,Koch,Marnie,Utah,(385) 555-644,mkoch@alumni.rouxacademy.com,2002,2.68,Photography
56966,Carson,Ellamae,Michigan,(906) 555-009,ecarson@alumni.rouxacademy.com,2006,3.46,Animation
57040,Fernandez,Zack,Rhode Island,(401) 555-097,zfernandez@alumni.rouxacademy.com,2006,3.56,Graphic Design
57180,Petersen,Eleonore,North Carolina,(828) 555-082,epetersen@alumni.rouxacademy.com,2006,2.23,Animation
57274,Burton,Gisela,Michigan,(517) 555-974,gburton@alumni.rouxacademy.com,2009,2.09,Fine Art and Visual Culture
57276,Gay,Abby,New Jersey,(973) 555-260,agay2@alumni.rouxacademy.com,2003,3.61,Photography
57320,Riggs,Isabel,Illinois,(847) 555-205,iriggs@alumni.rouxacademy.com,2006,2.06,Fine Art and Visual Culture
57386,Jones,Fairy,Tennessee,(615) 555-287,fjones@alumni.rouxacademy.com,2006,3.46,Fashion and Textile Design
57445,Beck,Lourie,Arkansas,(479) 555-408,lbeck4@alumni.rouxacademy.com,2007,3.55,Graphic Design
57471,Santana,Kimberlee,New Jersey,(862) 555-847,ksantana@alumni.rouxacademy.com,2004,3.44,Graphic Design
57485,Dunlap,Raye,Texas,(430) 555-880,rdunlap@alumni.rouxacademy.com,2006,2.92,Fine Art and Visual Culture
57638,Moss,Phebe,Illinois,(618) 555-714,pmoss@alumni.rouxacademy.com,2011,3.44,Fine Art and Visual Culture
57773,Reilly,Candis,New Jersey,(862) 555-138,creilly@alumni.rouxacademy.com,2006,2.44,Fine Art and Visual Culture
57781,Ortiz,Sherron,Arkansas,(501) 555-742,sortiz@alumni.rouxacademy.com,2000,3.16,Fine Art and Visual Culture
57817,Marshall,Kyra,California,(951) 555-955,kmarshall@alumni.rouxacademy.com,2000,3.81,Animation
57877,Holman,Kristine,Illinois,(618) 555-094,kholman3@alumni.rouxacademy.com,2010,3.69,Photography
57901,Bryant,Rasheeda,New York,(718) 555-461,rbryant@alumni.rouxacademy.com,2008,2.86,Fashion and Textile Design
57915,Chang,Celinda,Massachusetts,(413) 555-803,cchang2@alumni.rouxacademy.com,2001,2.85,Graphic Design
57948,Mclaughlin,Ruthanne,Connecticut,(475) 555-630,rmclaughlin2@alumni.rouxacademy.com,2011,3.91,Fashion and Textile Design
57973,Britt,Sherill,New York,(914) 555-104,sbritt2@alumni.rouxacademy.com,2010,3.54,Fine Art and Visual Culture
58229,Shannon,Ouida,Kentucky,(270) 555-280,oshannon@alumni.rouxacademy.com,2010,3.99,Animation
58331,Forbes,Marget,Georgia,(470) 555-961,mforbes4@alumni.rouxacademy.com,2007,2.64,Graphic Design
58332,Bryan,Bella,Alaska,(907) 555-169,bbryan@alumni.rouxacademy.com,2010,2.71,Photography
58447,Duncan,Drew,Illinois,(224) 555-914,dduncan@alumni.rouxacademy.com,2009,2.32,Graphic Design
58492,Hood,Shannan,Nebraska,(308) 555-676,shood@alumni.rouxacademy.com,2003,3.81,Fine Art and Visual Culture
58533,Forbes,Dominick,New Jersey,(609) 555-145,dforbes@alumni.rouxacademy.com,2009,2.24,Fine Art and Visual Culture
58562,Tucker,Edwina,South Carolina,(864) 555-005,etucker@alumni.rouxacademy.com,2005,3.56,Fine Art and Visual Culture
58675,Fernandez,Aleta,Tennessee,(931) 555-783,afernandez@alumni.rouxacademy.com,2003,2.78,Fine Art and Visual Culture
58730,Bolton,Echo,Indiana,(812) 555-300,ebolton@alumni.rouxacademy.com,2004,2.54,Fine Art and Visual Culture
58772,Lawson,Corliss,Florida,(407) 555-913,clawson@alumni.rouxacademy.com,2007,3.66,Graphic Design
58783,Powers,Belva,Missouri,(660) 555-342,bpowers@alumni.rouxacademy.com,2002,2.71,Photography
58838,Jefferson,Bernita,Michigan,(269) 555-040,bjefferson@alumni.rouxacademy.com,2011,3.08,Fashion and Textile Design
58896,Carney,Francesco,Michigan,(947) 555-156,fcarney@alumni.rouxacademy.com,2000,2.02,Animation
58934,Spence,Jacquiline,California,(442) 555-967,jspence2@alumni.rouxacademy.com,2008,2.2,Photography
58944,Williams,Loyd,West Virginia,(681) 555-541,lwilliams@alumni.rouxacademy.com,2005,3.36,Fine Art and Visual Culture
58974,Sargent,Gillian,Mississippi,(601) 555-236,gsargent@alumni.rouxacademy.com,2011,2.89,Graphic Design
59028,Vega,Glory,New York,(607) 555-975,gvega@alumni.rouxacademy.com,2006,2.37,Fine Art and Visual Culture
59078,Puckett,Linwood,Tennessee,(901) 555-710,lpuckett@alumni.rouxacademy.com,2002,3.7,Fine Art and Visual Culture
59105,Burton,Laci,Georgia,(678) 555-603,lburton@alumni.rouxacademy.com,2002,2.27,Fine Art and Visual Culture
59107,Gray,Waneta,Virginia,(434) 555-635,wgray@alumni.rouxacademy.com,2009,3.28,Photography
59160,Fields,Gemma,Illinois,(847) 555-541,gfields@alumni.rouxacademy.com,2005,2.45,Fashion and Textile Design
59185,Potts,Otha,Georgia,(470) 555-659,opotts@alumni.rouxacademy.com,2008,3.48,Fine Art and Visual Culture
59225,Henry,Clelia,Nevada,(775) 555-031,chenry@alumni.rouxacademy.com,2004,2.28,Graphic Design
59238,French,Jamee,Michigan,(989) 555-178,jfrench@alumni.rouxacademy.com,2007,3.88,Photography
59531,Ruiz,Zina,Tennessee,(901) 555-207,zruiz@alumni.rouxacademy.com,2011,2.51,Animation
59532,Jensen,Iluminada,Mississippi,(769) 555-184,ijensen@alumni.rouxacademy.com,2010,3.49,Animation
59563,Bruce,Annika,Virginia,(540) 555-964,abruce2@alumni.rouxacademy.com,2002,3.98,Photography
59847,Carr,Norine,Kentucky,(502) 555-385,ncarr@alumni.rouxacademy.com,2006,2.91,Fine Art and Visual Culture
60051,Madden,Buddy,Ohio,(614) 555-519,bmadden2@alumni.rouxacademy.com,2005,2.08,Animation
60197,Caldwell,Britta,New Hampshire,(603) 555-574,bcaldwell2@alumni.rouxacademy.com,2001,3.1,Graphic Design
60304,Santos,Frieda,Alabama,(205) 555-128,fsantos@alumni.rouxacademy.com,2010,3.22,Fine Art and Visual Culture
60455,Cantu,Roseanne,Georgia,(404) 555-605,rcantu@alumni.rouxacademy.com,2009,3.59,Graphic Design
60470,Guzman,Lyda,Iowa,(712) 555-326,lguzman3@alumni.rouxacademy.com,2002,3.9,Photography
60528,Fitzgerald,Brenton,Texas,(972) 555-819,bfitzgerald@alumni.rouxacademy.com,2006,3.34,Fashion and Textile Design
60571,Guerrero,Misty,Alabama,(938) 555-927,mguerrero@alumni.rouxacademy.com,2008,3.62,Fashion and Textile Design
60610,Baird,Shalanda,Maryland,(301) 555-498,sbaird@alumni.rouxacademy.com,2008,3.73,Graphic Design
60711,Grant,Armand,Michigan,(810) 555-882,agrant@alumni.rouxacademy.com,2008,3.11,Photography
60822,Robles,Mikaela,Ohio,(234) 555-587,mrobles2@alumni.rouxacademy.com,2000,2.94,Animation
61067,Howard,Carmelo,New Jersey,(973) 555-346,choward@alumni.rouxacademy.com,2009,3.75,Photography
61125,Meyer,Young,Florida,(305) 555-895,ymeyer@alumni.rouxacademy.com,2011,2.49,Animation
61323,Head,Theodore,Washington,(206) 555-755,thead@alumni.rouxacademy.com,2000,2.98,Animation
61655,Bailey,Muoi,Alabama,(256) 555-955,mbailey@alumni.rouxacademy.com,2005,3.91,Animation
61696,Blackwell,Dan,Texas,(254) 555-796,dblackwell2@alumni.rouxacademy.com,2004,2.03,Fashion and Textile Design
61978,Green,Ayana,Virginia,(804) 555-460,agreen4@alumni.rouxacademy.com,2008,2.41,Graphic Design
62147,Norris,Florene,New York,(718) 555-267,fnorris@alumni.rouxacademy.com,2003,2.57,Fashion and Textile Design
62152,Blackburn,Hans,California,(661) 555-684,hblackburn@alumni.rouxacademy.com,2000,3.69,Fine Art and Visual Culture
62204,Reese,Jason,Idaho,(208) 555-247,jreese@alumni.rouxacademy.com,2001,2.93,Fine Art and Visual Culture
62336,Tate,Bettye,California,(209) 555-254,btate@alumni.rouxacademy.com,2006,2.78,Fine Art and Visual Culture
62366,Weber,Kandi,Illinois,(618) 555-057,kweber@alumni.rouxacademy.com,2009,2.25,Graphic Design
62383,Ball,Reita,North Carolina,(980) 555-058,rball@alumni.rouxacademy.com,2007,3.37,Graphic Design
62470,Roy,Ronnie,Missouri,(636) 555-101,rroy@alumni.rouxacademy.com,2002,2.64,Fine Art and Visual Culture
62669,Rosario,Jenna,Texas,(972) 555-357,jrosario3@alumni.rouxacademy.com,2005,3.57,Graphic Design
62731,Byrd,Lyn,Virginia,(276) 555-551,lbyrd@alumni.rouxacademy.com,2009,3.17,Fashion and Textile Design
62748,Morton,Bridget,Arizona,(623) 555-068,bmorton2@alumni.rouxacademy.com,2004,3.44,Animation
62865,Howard,Naida,Wisconsin,(262) 555-654,nhoward@alumni.rouxacademy.com,2003,2.92,Graphic Design
62978,Hart,Philomena,Texas,(210) 555-800,phart@alumni.rouxacademy.com,2005,2.58,Graphic Design
63138,Walter,Steven,South Carolina,(843) 555-034,swalter@alumni.rouxacademy.com,2010,3.52,Fine Art and Visual Culture
63143,Baldwin,Shane,Mississippi,(662) 555-489,sbaldwin@alumni.rouxacademy.com,2008,2.35,Graphic Design
63322,Alford,Genia,New Hampshire,(603) 555-751,galford2@alumni.rouxacademy.com,2007,2.5,Photography
63383,Olsen,In,Delaware,(302) 555-881,iolsen@alumni.rouxacademy.com,2008,2.91,Fine Art and Visual Culture
63560,Stanton,Arlyne,Utah,(435) 555-171,astanton2@alumni.rouxacademy.com,2005,2.16,Animation
63706,Fisher,Candy,Florida,(904) 555-035,cfisher2@alumni.rouxacademy.com,2001,3.56,Fine Art and Visual Culture
63902,Boyd,Gilberto,Illinois,(708) 555-394,gboyd@alumni.rouxacademy.com,2000,3.04,Photography
63918,Mcmahon,Katerine,Ohio,(330) 555-900,kmcmahon@alumni.rouxacademy.com,2007,2.63,Photography
63974,House,Estell,Michigan,(947) 555-313,ehouse2@alumni.rouxacademy.com,2011,3.02,Animation
64159,Schwartz,Janis,Illinois,(773) 555-226,jschwartz@alumni.rouxacademy.com,2008,3.09,Photography
64160,Simmons,Tiera,Maryland,(443) 555-430,tsimmons@alumni.rouxacademy.com,2007,2.68,Fine Art and Visual Culture
64400,Mueller,Starla,New York,(631) 555-057,smueller2@alumni.rouxacademy.com,2006,3.18,Animation
64436,Gonzales,Shavonne,Texas,(432) 555-979,sgonzales@alumni.rouxacademy.com,2005,2.52,Graphic Design
64512,Welch,Lia,Alabama,(938) 555-552,lwelch3@alumni.rouxacademy.com,2001,3.91,Fashion and Textile Design
64569,Rowe,Alayna,Mississippi,(769) 555-860,arowe2@alumni.rouxacademy.com,2008,2.63,Animation
64583,Levy,Fernando,New Jersey,(848) 555-086,flevy@alumni.rouxacademy.com,2005,2.87,Photography
64621,Mcmillan,Blossom,Minnesota,(612) 555-444,bmcmillan@alumni.rouxacademy.com,2003,3.04,Fine Art and Visual Culture
64682,Daniel,Deadra,Massachusetts,(781) 555-898,ddaniel@alumni.rouxacademy.com,2009,2.04,Fine Art and Visual Culture
64730,Dejesus,Sonja,Texas,(409) 555-648,sdejesus@alumni.rouxacademy.com,2003,2.69,Fashion and Textile Design
64923,Gutierrez,Shona,Pennsylvania,(267) 555-383,sgutierrez@alumni.rouxacademy.com,2002,3.24,Fashion and Textile Design
64926,Holmes,Nancey,California,(310) 555-745,nholmes@alumni.rouxacademy.com,2004,3.84,Fashion and Textile Design
64929,Kinney,Catherine,Illinois,(312) 555-359,ckinney2@alumni.rouxacademy.com,2010,2.64,Fine Art and Visual Culture
64941,Albert,Cortez,Arizona,(623) 555-331,calbert@alumni.rouxacademy.com,2003,2.74,Graphic Design
64992,Shaffer,Gilberte,Vermont,(802) 555-249,gshaffer@alumni.rouxacademy.com,2003,3.92,Fine Art and Visual Culture
64998,Noble,Kayce,New Jersey,(848) 555-111,knoble@alumni.rouxacademy.com,2005,2.65,Fashion and Textile Design
65010,Mcgowan,Alyssa,Texas,(281) 555-630,amcgowan@alumni.rouxacademy.com,2002,2.36,Fashion and Textile Design
65082,Manning,Jada,Connecticut,(860) 555-534,jmanning@alumni.rouxacademy.com,2009,2.82,Animation
65147,Santos,Drucilla,Virginia,(571) 555-304,dsantos@alumni.rouxacademy.com,2004,3.72,Fashion and Textile Design
65212,Tillman,Sena,California,(858) 555-913,stillman@alumni.rouxacademy.com,2003,3.04,Photography
65241,Kaufman,Deedra,New Jersey,(862) 555-040,dkaufman2@alumni.rouxacademy.com,2005,3.53,Graphic Design
65501,Terry,Muriel,Texas,(956) 555-643,mterry2@alumni.rouxacademy.com,2004,3.97,Graphic Design
65505,Short,Gale,Kansas,(316) 555-076,gshort@alumni.rouxacademy.com,2006,3.92,Photography
65630,Sullivan,Mel,Vermont,(802) 555-204,msullivan2@alumni.rouxacademy.com,2007,2.92,Photography
65694,Solomon,Bethel,Louisiana,(504) 555-154,bsolomon@alumni.rouxacademy.com,2007,2.83,Photography
65746,Jefferson,Rebecca,Florida,(561) 555-614,rjefferson@alumni.rouxacademy.com,2007,3.9,Animation
65748,Scott,Cuc,California,(562) 555-175,cscott@alumni.rouxacademy.com,2011,3.23,Animation
66017,Levine,Letty,Alabama,(251) 555-313,llevine2@alumni.rouxacademy.com,2009,2.19,Graphic Design
66163,Bolton,Santiago,Ohio,(419) 555-564,sbolton2@alumni.rouxacademy.com,2000,2.32,Graphic Design
66201,Hunt,Gala,Michigan,(231) 555-161,ghunt@alumni.rouxacademy.com,2000,3.48,Animation
66219,Shelton,Nicky,California,(323) 555-457,nshelton@alumni.rouxacademy.com,2009,3.79,Fashion and Textile Design
66310,Willis,Dania,North Carolina,(828) 555-784,dwillis@alumni.rouxacademy.com,2000,2.74,Fashion and Textile Design
